query,intent
Check my credit score,credit_score_check
Flag fraudulent joint activity,fraud_report
Get a checkbook for joint,check_order
Restrict my visa card,block_card
Create a phone recurring payment,recurring_payment
Tell me about visa rewards,card_rewards
Cancel my lost credit,block_card
Set overdraft for personal,overdraft_protection
Notify me about savings balance,account_balance_alert
Set mastercard travel notice,travel_notification
Initiate a wire transfer from business,wire_transfer
Show my checking total,balance
Move one hundred dollars to my business account,transfer
List the joint fees,fee_inquiry
Transfer fifty dollars to my savings,transfer
Make a debit payment,payment
Flag a savings charge error,dispute_charge
Authenticate my checking,account_verification
Update my visa PIN code,pin_reset
Move $50 to my checking account,transfer
Include a co-owner for savings,joint_account
List my checking account activity,transaction_history
Get my credit score information,credit_score_check
Enable visa block alerts,card_block_notification
Enable mastercard block alerts,card_block_notification
Make my visa active,card_activation
Provide personal mortgage details,mortgage_inquiry
Verify my savings balance,balance
Inquire about a home mortgage,mortgage_inquiry
Send payment for electricity,bill_payment
Alert me about credit block status,card_block_notification
Initiate a wire transfer from savings,wire_transfer
Confirm my visa expiration,card_expiration
Issue checks for checking,check_order
Extract one hundred dollars via ATM for business,atm_withdrawal
Give me my business status,balance
Issue a replacement debit,replace_card
List my debit rewards earnings,card_rewards
Move $100 to my checking account,transfer
Settle my credit payment,payment
Set up savings app banking,mobile_banking
Process my credit monthly payment,payment
Review my personal transaction log,transaction_history
List ATM branch details,branch_locator
Withdraw fifty dollars from ATM for personal,atm_withdrawal
Establish a checking account,open_account
What are my recent checking charges?,transaction_history
Set up a recurring payment for internet,recurring_payment
Issue checking tax forms,tax_document_request
Question a joint transaction,dispute_charge
Track checking balance with alerts,account_balance_alert
I need a new mastercard card,replace_card
Update my email for the account,update_info
Establish a business account,open_account
Stop payment for joint transaction,stop_payment
Stop my credit from being used,block_card
Begin a car loan process,loan_application
Establish utility recurring payment,recurring_payment
Track my letter delivery,letter_status
Issue checks for personal,check_order
Set business nickname,account_nickname
Disable my stolen visa,block_card
Access my checking via app,mobile_banking
Pull one hundred dollars from business at ATM,atm_withdrawal
Change my email contact info,update_info
Issue savings tax forms,tax_document_request
Establish a checking savings target,savings_goal
Give me branch branch information,branch_locator
Close out my personal banking,close_account
Provide checking tax statements,tax_document_request
Add a savings goal to my joint,savings_goal
Check joint account fees,fee_inquiry
Authenticate my checking,account_verification
Establish a savings savings target,savings_goal
Share personal interest info,interest_rates
Start a savings goal on savings,savings_goal
Enable my mastercard card,card_activation
Resolve my billing issue,customer_support
Enable my debit card,card_activation
Protect my checking with overdraft,overdraft_protection
Set a new debit PIN,pin_reset
Cover my phone charges,bill_payment
Inform me when mastercard is restricted,card_block_notification
Submit a business loan request,loan_application
Add a travel alert for my visa,travel_notification
Expand my visa credit,credit_limit_increase
Order checks for my savings,check_order
Activate checking mobile access,mobile_banking
Cancel a business transaction,stop_payment
Initiate a new joint account,open_account
See my business purchase history,transaction_history
Get $100 from ATM using savings,atm_withdrawal
Get a business loan,loan_application
Provide EUR forex rates,foreign_exchange
Explain checking business account features,business_account_inquiry
Secure my mastercard due to theft,block_card
Provide checking investment details,investment_options
Resolve my transaction issue,customer_support
Order new business checkbook,check_order
Begin a personal loan process,loan_application
Notify travel plans for mastercard,travel_notification
Reset my visa PIN,pin_reset
Convert GBP to dollars,foreign_exchange
Add a savings goal to my checking,savings_goal
Update my address details,update_info
Email personal tax records,tax_document_request
Send $200 to sister,transfer
Set a savings goal for my personal,savings_goal
Get cash of $100 from personal ATM,atm_withdrawal
Transfer $50 to my savings,transfer
Provide savings business account info,business_account_inquiry
Help me with my transaction,customer_support
Activate joint mobile access,mobile_banking
Provide checks for joint,check_order
Set credit travel notice,travel_notification
Start using my debit,card_activation
Check checking interest rates,interest_rates
Start a car loan application,loan_application
Activate direct deposit on savings,direct_deposit
Get a business loan,loan_application
Set up personal savings objective,savings_goal
Set up a recurring payment for utility,recurring_payment
Transfer $100 to my business,transfer
Check my mastercard expiration date,card_expiration
Flag a personal charge error,dispute_charge
Set up business mobile banking,mobile_banking
Process my credit monthly payment,payment
Show my debit rewards balance,card_rewards
Establish a savings savings target,savings_goal
Enable overdraft for my business,overdraft_protection
Set my savings for direct deposit,direct_deposit
Give my savings a nickname,account_nickname
Get credit expiration status,card_expiration
Set a new credit PIN,pin_reset
Replace my lost debit,replace_card
Show savings transfer boundaries,account_transfer_limits
Transfer $50 to my personal,transfer
Start direct deposit to checking,direct_deposit
List the personal fees,fee_inquiry
Set internet payment to recur,recurring_payment
Set up a wire from personal,wire_transfer
Notify me about personal balance,account_balance_alert
Check checking interest rates,interest_rates
Clear my visa balance,payment
Set up a personal account,open_account
Tell me about credit rewards,card_rewards
Provide a new debit,replace_card
Request checks for my personal,check_order
Verify visa expiration details,card_expiration
Confirm my personal setup,account_verification
What are the checking interest rates?,interest_rates
Activate my debit for use,card_activation
Pay my credit bill,payment
Create a new visa PIN,pin_reset
What fees apply to personal?,fee_inquiry
Give me JPY forex info,foreign_exchange
Activate my visa for use,card_activation
Send my joint statement,account_statement
Add a nickname to my joint,account_nickname
Reset my debit PIN,pin_reset
Stop transactions on my checking,account_freeze
Show me bank branch locations,branch_locator
Issue checks for savings,check_order
Shut down my checking,close_account
List my joint account activity,transaction_history
What are the business fees?,fee_inquiry
Cancel my personal account,close_account
Transfer $50 via wire to friend,wire_transfer
Help me with my transaction,customer_support
Tell me my current credit score,credit_score_check
Verify my joint balance,balance
List personal investment products,investment_options
Check my business funds,balance
Explain joint business account features,business_account_inquiry
Pull $200 from personal at ATM,atm_withdrawal
Stop a payment on my checking,stop_payment
Open an account for personal,open_account
Set up a joint account,open_account
Set internet payment to recur,recurring_payment
Tell me about personal charges,fee_inquiry
Lock my credit immediately,block_card
Turn on checking overdraft,overdraft_protection
Add a savings goal to my business,savings_goal
Check my personal status,account_verification
Turn on joint overdraft,overdraft_protection
Set a credit block notification,card_block_notification
Register for joint mobile app,mobile_banking
What’s the JPY conversion rate?,foreign_exchange
Order checks for my business,check_order
Restrict my checking account,account_freeze
Provide a new visa,replace_card
Transfer fifty dollars to my business,transfer
Raise my visa credit limit,credit_limit_increase
Activate overdraft on business,overdraft_protection
Stop payment for savings transaction,stop_payment
Up my credit credit ceiling,credit_limit_increase
Extend my mastercard credit allowance,credit_limit_increase
Check details of checking business account,business_account_inquiry
What’s the expiry of my mastercard?,card_expiration
Ensure my checking is active,account_verification
Increase my visa limit,credit_limit_increase
Deposit one hundred dollars to contact’s account,transfer
Create a personal balance notification,account_balance_alert
Stop a check on my personal,stop_payment
Get my credit score information,credit_score_check
Create a joint checking profile,joint_account
Tell me about car mortgage options,mortgage_inquiry
Create a phone recurring payment,recurring_payment
Share savings interest info,interest_rates
Start a savings goal on personal,savings_goal
Tell me about joint transfer caps,account_transfer_limits
Verify my letter processing,letter_status
Modify my email information,update_info
What fees apply to business?,fee_inquiry
Show personal business account details,business_account_inquiry
Add a joint owner to my joint,joint_account
Assign a nickname to savings,account_nickname
Dispute a joint fee,dispute_charge
Confirm my letter’s progress,letter_status
Set a nickname for my joint,account_nickname
Open a new joint account,open_account
Reset PIN for my credit,pin_reset
Tell me about my checking business profile,business_account_inquiry
Stop a check on my checking,stop_payment
Lock my debit immediately,block_card
Verify mastercard expiration details,card_expiration
Boost my credit spending limit,credit_limit_increase
Restrict my mastercard card,block_card
Adjust my mailing address records,update_info
Get credit expiration status,card_expiration
Cancel my savings account,close_account
Request tax documents for savings,tax_document_request
Move $200 to my business account,transfer
Verify my debit rewards status,card_rewards
Wire $100 from savings,wire_transfer
Ensure my business is active,account_verification
Track credit block status,card_block_notification
Locate a ATM branch,branch_locator
What’s the USD conversion rate?,foreign_exchange
Terminate my personal profile,close_account
Enable my visa card,card_activation
Start a personal loan application,loan_application
Show business transfer boundaries,account_transfer_limits
Open an account for savings,open_account
Start using my debit,card_activation
Turn on business overdraft,overdraft_protection
Ensure my personal is active,account_verification
Show savings investment plans,investment_options
Add direct deposit for checking,direct_deposit
Provide personal investment details,investment_options
Send my business statement,account_statement
Provide a new mastercard,replace_card
Establish phone recurring payment,recurring_payment
Set a nickname for my personal,account_nickname
What are JPY rates today?,foreign_exchange
Get a home loan,loan_application
Display my recent checking transfers,transaction_history
List joint transfer constraints,account_transfer_limits
Extend my visa credit allowance,credit_limit_increase
Enable direct deposit to my personal,direct_deposit
Start a savings goal on business,savings_goal
Change my mastercard PIN,pin_reset
Assign a nickname to personal,account_nickname
Transfer one hundred dollars to my business,transfer
Suspend my personal account,account_freeze
Pay off my debit dues,payment
Review my credit score status,credit_score_check
Check personal mortgage availability,mortgage_inquiry
Alert for business suspicious activity,fraud_report
Enable personal mobile services,mobile_banking
Request a personal loan,loan_application
Extend my credit credit allowance,credit_limit_increase
Enable direct deposit to my joint,direct_deposit
Enable personal online banking,mobile_banking
Prevent a savings payment,stop_payment
Enable recurring phone payments,recurring_payment
Enable mastercard block alerts,card_block_notification
Adjust my mailing address records,update_info
Help me with my login,customer_support
Set a new mastercard PIN,pin_reset
Provide checking tax statements,tax_document_request
Tell me my current credit score,credit_score_check
Make a visa payment,payment
Pay my visa bill,payment
Link personal to direct deposit,direct_deposit
Where is the nearest local bank branch?,branch_locator
Change my credit PIN,pin_reset
Verify business account info,account_verification
Tell me about car mortgage options,mortgage_inquiry
Process a joint wire transfer,wire_transfer
Show me ATM branch locations,branch_locator
What’s the interest for checking?,interest_rates
List my credit rewards earnings,card_rewards
Send me a new mastercard,replace_card
Set mastercard travel notice,travel_notification
Process my visa monthly payment,payment
Send my joint tax forms,tax_document_request
Start a home loan application,loan_application
Wire $100 to brother,transfer
Adjust my contact records,update_info
Update on my letter request,letter_status
I need assistance with my login,customer_support
Get cash of $50 from business ATM,atm_withdrawal
Start a savings goal on business,savings_goal
Shut down my joint,close_account
Get tax documents for my joint,tax_document_request
Tell me about checking transfer caps,account_transfer_limits
Get my credit score information,credit_score_check
Share savings transfer limit info,account_transfer_limits
Update business with a nickname,account_nickname
Reset PIN for my visa,pin_reset
Make a visa payment,payment
What are USD rates today?,foreign_exchange
Download joint tax documents,tax_document_request
List savings investment products,investment_options
Check USD exchange rates,foreign_exchange
Cancel a pending business payment,stop_payment
What’s the interest for business?,interest_rates
Set up business overdraft protection,overdraft_protection
Update my contact for the account,update_info
Notify travel plans for mastercard,travel_notification
Send fifty dollars JPY overseas,transfer
Send $100 to sister,transfer
Modify joint account name,account_nickname
Provide personal tax statements,tax_document_request
Link a joint owner to personal,joint_account
Begin a home loan process,loan_application
Check personal mortgage availability,mortgage_inquiry
Pay off my mastercard dues,payment
Provide credit expiry date,card_expiration
Open a new business account,open_account
Provide joint fee details,fee_inquiry
Verify my business balance,balance
Enable direct deposit to my savings,direct_deposit
Move one hundred dollars to my checking account,transfer
Tell me about joint charges,fee_inquiry
Disable my stolen visa,block_card
Check details of joint business account,business_account_inquiry
Check JPY exchange rates,foreign_exchange
Create a new credit PIN,pin_reset
Restrict my credit card,block_card
Stop transactions on my savings,account_freeze
Expand my debit credit,credit_limit_increase
Set a travel notification for my debit,travel_notification
Assist with my card concern,customer_support
Report fraud on my joint,fraud_report
Tell me about business mortgage options,mortgage_inquiry
Create a checking profile,open_account
Show me local bank branch locations,branch_locator
Show my credit rewards balance,card_rewards
Clear my phone dues,bill_payment
Make a utility payment,bill_payment
Check my credit rewards,card_rewards
Check my letter status,letter_status
Set a mastercard block notification,card_block_notification
Disable my stolen debit,block_card
Freeze my mastercard now,block_card
Get a business loan,loan_application
Check business mortgage availability,mortgage_inquiry
What are my mastercard reward points?,card_rewards
Cover my mastercard charges,payment
List my debit rewards earnings,card_rewards
Locate a branch branch,branch_locator
Request a home loan,loan_application
What are the personal fees?,fee_inquiry
Link a joint owner to joint,joint_account
Check my visa rewards,card_rewards
Notify about a joint fraud,fraud_report
Pay off my mastercard dues,payment
Up my credit credit ceiling,credit_limit_increase
Order new business checkbook,check_order
Expand my credit credit,credit_limit_increase
Verify business account info,account_verification
Send my savings tax forms,tax_document_request
Provide my checking account statement,account_statement
See my letter status details,letter_status
Schedule recurring electricity payments,recurring_payment
What are my visa reward points?,card_rewards
Inform about travel for credit,travel_notification
Cancel my checking account,close_account
Track mastercard block status,card_block_notification
Turn on checking overdraft,overdraft_protection
Set up savings balance monitoring,account_balance_alert
Check my credit score,credit_score_check
Register travel for my debit,travel_notification
List the personal fees,fee_inquiry
Email business tax records,tax_document_request
Deposit fifty dollars to sister’s account,transfer
Provide joint tax statements,tax_document_request
Get a checkbook for joint,check_order
Inquire about a personal mortgage,mortgage_inquiry
Show savings investment plans,investment_options
Process my visa monthly payment,payment
Update my visa PIN code,pin_reset
Confirm my mastercard expiration,card_expiration
Process a joint wire transfer,wire_transfer
Tell me about USD exchange,foreign_exchange
Create a business balance notification,account_balance_alert
Track my letter delivery,letter_status
Tell me about credit rewards,card_rewards
Pay off my utility,bill_payment
How much money is in my personal?,balance
Request a car loan,loan_application
Stop transactions on my savings,account_freeze
Share personal tax paperwork,tax_document_request
Provide my business account statement,account_statement
Set a balance alert for checking,account_balance_alert
What are my mastercard reward points?,card_rewards
Create a joint savings plan,savings_goal
Process a utility bill payment,bill_payment
Add a travel alert for my credit,travel_notification
Stop a check on my business,stop_payment
Tell me about checking investments,investment_options
Report a joint unauthorized charge,fraud_report
Suspend my checking account,account_freeze
Tell me when my mastercard expires,card_expiration
Put a hold on my savings,account_freeze
See my letter status details,letter_status
Start a personal account,open_account
How much money is in my joint?,balance
Set a new mastercard PIN,pin_reset
Start a car loan application,loan_application
Send me a new visa,replace_card
List business investment products,investment_options
Send my personal statement,account_statement
Increase my credit limit,credit_limit_increase
Check my credit expiration date,card_expiration
Verify savings account info,account_verification
Transfer $100 via wire to sister,wire_transfer
Get new checks for joint,check_order
Update debit with travel plans,travel_notification
Set up a personal account,open_account
What’s the EUR conversion rate?,foreign_exchange
Report a fraudulent checking charge,fraud_report
Boost my credit spending limit,credit_limit_increase
Transfer one hundred dollars to my checking,transfer
Send my personal tax forms,tax_document_request
Withdraw $50 at ATM for personal,atm_withdrawal
Show joint transfer boundaries,account_transfer_limits
How much money is in my checking?,balance
Share business interest info,interest_rates
Where is the nearest ATM branch?,branch_locator
Show my credit score report,credit_score_check
Help me with my login,customer_support
Settle my visa payment,payment
Locate a ATM branch,branch_locator
Tell me about joint charges,fee_inquiry
Enable recurring electricity payments,recurring_payment
Provide a new credit,replace_card
Reset PIN for my mastercard,pin_reset
Add a travel alert for my mastercard,travel_notification
Share checking investment info,investment_options
Enable checking balance alerts,account_balance_alert
Establish internet recurring payment,recurring_payment
Help me with my account,customer_support
Get my visa rewards information,card_rewards
Include a co-owner for checking,joint_account
Give my business a nickname,account_nickname
Provide my credit score details,credit_score_check
Show my credit score report,credit_score_check
Issue savings tax forms,tax_document_request
Notify me if my credit is blocked,card_block_notification
Freeze my debit now,block_card
Enable mastercard block alerts,card_block_notification
Give my joint a nickname,account_nickname
Update mastercard with travel plans,travel_notification
Flag a business charge error,dispute_charge
Begin a checking banking account,open_account
Extract one hundred dollars via ATM for personal,atm_withdrawal
Notify me about checking balance,account_balance_alert
Tell me about savings investments,investment_options
Start using my debit,card_activation
Provide GBP forex rates,foreign_exchange
Set up a joint account,open_account
Enable my debit card,card_activation
Validate my checking profile,account_verification
Contest a business charge,dispute_charge
Aid with my transaction error,customer_support
Issue joint tax forms,tax_document_request
Send me business checks,check_order
Stop transactions on my savings,account_freeze
Tell me about checking transfer caps,account_transfer_limits
Monitor visa for block alerts,card_block_notification
Find a bank branch near me,branch_locator
Stop a payment on my business,stop_payment
Create a personal profile,open_account
Set up business savings objective,savings_goal
Provide joint fee details,fee_inquiry
Enable personal balance alerts,account_balance_alert
Set overdraft for checking,overdraft_protection
Cover my credit charges,payment
Renew my debit card,replace_card
Provide personal business account info,business_account_inquiry
Check details of joint business account,business_account_inquiry
Pull one hundred dollars from business at ATM,atm_withdrawal
Enable visa block alerts,card_block_notification
Link checking to direct deposit,direct_deposit
Alert me about mastercard block status,card_block_notification
Lock my personal temporarily,account_freeze
Order a replacement debit,replace_card
Send me savings checks,check_order
Request checks for my business,check_order
Get cash of $200 from business ATM,atm_withdrawal
Settle my utility payment,bill_payment
Enable savings online banking,mobile_banking
Freeze my checking account,account_freeze
Provide savings rate details,interest_rates
Check if my letter was sent,letter_status
Settle my phone payment,bill_payment
Get new checks for joint,check_order
What’s the interest for checking?,interest_rates
Verify my personal balance,balance
Create a joint personal profile,joint_account
Cover my debit charges,payment
Transfer fifty dollars via wire to sister,wire_transfer
What’s the balance for my checking?,balance
Register for savings mobile app,mobile_banking
Freeze my joint account,account_freeze
Get info on personal mortgage,mortgage_inquiry
Start a savings goal on savings,savings_goal
Provide business fee details,fee_inquiry
ATM withdrawal of fifty dollars from personal,atm_withdrawal
Appeal a personal billing issue,dispute_charge
Add a joint owner to my checking,joint_account
Activate savings mobile access,mobile_banking
Inquire about my personal business account,business_account_inquiry
Check car mortgage availability,mortgage_inquiry
Provide credit expiry date,card_expiration
Explain business transfer rules,account_transfer_limits
Update my mastercard PIN code,pin_reset
Deposit $100 to brother’s account,transfer
Verify joint account info,account_verification
Share my checking transaction statement,account_statement
Check personal interest rates,interest_rates
Access my personal via app,mobile_banking
Tell me about branch branch addresses,branch_locator
Get info on business mortgage,mortgage_inquiry
Get info on personal mortgage,mortgage_inquiry
Inform about travel for mastercard,travel_notification
Start a savings goal on savings,savings_goal
Add a joint owner to my business,joint_account
Share personal investment info,investment_options
Check personal interest rates,interest_rates
Create a internet recurring payment,recurring_payment
Update my phone number for the account,update_info
Set a travel notification for my mastercard,travel_notification
Check my credit score,credit_score_check
Halt a payment from my personal,stop_payment
Change my mailing address contact info,update_info
Add a savings goal to my business,savings_goal
Dispute a savings fee,dispute_charge
Pause my savings activity,account_freeze
Set up a recurring payment for electricity,recurring_payment
End my checking account,close_account
Set savings as joint account,joint_account
Pay my phone bill,bill_payment
Enable my visa card,card_activation
Change my email contact info,update_info
Set a savings goal for my joint,savings_goal
Settle my mastercard payment,payment
Send my personal statement,account_statement
Change savings account nickname,account_nickname
Provide checking fee details,fee_inquiry
Pay off my utility,bill_payment
Show me branch branch locations,branch_locator
Guide me with my account problem,customer_support
I need a new credit card,replace_card
Establish a joint savings,joint_account
Explain business business account features,business_account_inquiry
Notify me about business balance,account_balance_alert
Protect my joint with overdraft,overdraft_protection
Add overdraft to my savings,overdraft_protection
List local bank branch details,branch_locator
Extend my visa credit allowance,credit_limit_increase
Lock my credit immediately,block_card
Share savings fee information,fee_inquiry
Send my personal tax forms,tax_document_request
Add a joint owner to my joint,joint_account
Send me a new debit,replace_card
Stop transactions on my savings,account_freeze
Give me bank branch information,branch_locator
Tell me about branch branch addresses,branch_locator
Review my credit score status,credit_score_check
Set up a joint business account,joint_account
Set overdraft for savings,overdraft_protection
Set credit travel notice,travel_notification
Protect my joint with overdraft,overdraft_protection
Tell me about savings transfer caps,account_transfer_limits
Shut down my checking,close_account
Provide joint tax statements,tax_document_request
Define a checking savings goal,savings_goal
Verify my credit score,credit_score_check
How much money is in my personal?,balance
Establish a joint savings,joint_account
Establish a joint joint,joint_account
Update visa with travel plans,travel_notification
Send wire transfer from joint,wire_transfer
Set up my new mastercard,card_activation
Shut down my personal,close_account
Email savings tax records,tax_document_request
Initialize my credit card,card_activation
Check my credit score,credit_score_check
Register for personal mobile app,mobile_banking
Revise my mailing address details,update_info
View my checking statement,account_statement
Explain business investment opportunities,investment_options
Modify savings account name,account_nickname
Show personal business account details,business_account_inquiry
Enable business mobile services,mobile_banking
Stop a check on my personal,stop_payment
Register for savings mobile app,mobile_banking
Review my personal transaction log,transaction_history
Secure my checking with a freeze,account_freeze
Alert me about credit block status,card_block_notification
Report an incorrect personal charge,dispute_charge
Execute a business wire transfer,wire_transfer
Report an incorrect business charge,dispute_charge
What fees apply to joint?,fee_inquiry
Request a checking statement,account_statement
Tell me about personal investments,investment_options
Block my mastercard card,block_card
Make my visa active,card_activation
Settle my utility payment,bill_payment
Check checking account fees,fee_inquiry
Activate recurring internet payment,recurring_payment
Track personal balance with alerts,account_balance_alert
Deactivate my business account,close_account
Request checks for my business,check_order
Activate overdraft on savings,overdraft_protection
Alert for joint suspicious activity,fraud_report
Share checking transfer limit info,account_transfer_limits
Appeal a joint billing issue,dispute_charge
Issue savings tax forms,tax_document_request